"time","h"
2008-04-11 16:10:00,3
2008-04-12 03:30:00,2.89
2008-04-12 17:00:00,2.91
2008-04-13 04:30:00,2.76
2008-04-13 18:10:00,2.9
2008-04-14 05:50:00,2.58
2008-04-14 19:40:00,2.76
2008-04-15 06:50:00,2.51
2008-04-15 20:30:00,2.72
2008-04-16 08:00:00,2.6
2008-04-16 21:10:00,2.87
2008-04-17 08:40:00,2.8
2008-04-17 23:00:00,2.79
2008-04-18 09:30:00,2.85
2008-04-18 23:40:00,3.15
2008-04-19 10:00:00,3.09
2008-04-19 22:10:00,3.19
2008-04-20 10:30:00,3.1
2008-04-20 22:50:00,3.17
2008-04-21 11:00:00,3.06
2008-04-21 23:20:00,3.06
2008-04-22 11:30:00,2.94
2008-04-22 23:50:00,3.01
2008-04-23 12:00:00,2.88
2008-04-24 00:20:00,2.89
2008-04-24 14:20:00,2.84
2008-04-25 00:50:00,2.7
2008-04-25 15:10:00,2.78
2008-04-26 02:40:00,2.65
2008-04-26 15:50:00,2.66
2008-04-27 03:20:00,2.7
2008-04-27 16:40:00,2.9
2008-04-28 03:50:00,2.65
2008-04-28 17:10:00,2.79
2008-04-29 04:30:00,2.58
2008-04-29 19:00:00,2.99
2008-04-30 05:50:00,2.62
2008-04-30 19:10:00,2.89
2008-05-01 06:50:00,2.67
2008-05-01 20:00:00,2.92
2008-05-02 07:40:00,2.81
2008-05-02 20:20:00,2.9
2008-05-03 08:30:00,2.82
2008-05-03 20:50:00,2.97
2008-05-04 09:20:00,2.97
2008-05-04 21:40:00,3.04
2008-05-05 09:50:00,2.96
2008-05-05 22:20:00,3.06
2008-05-06 10:40:00,3.05
2008-05-06 23:00:00,3.11
2008-05-07 11:30:00,3.08
2008-05-07 23:50:00,3.12
2008-05-08 14:20:00,3.07
2008-05-09 00:40:00,3.1
2008-05-09 15:20:00,3.05
2008-05-10 01:40:00,2.94
2008-05-10 16:20:00,3.01
2008-05-11 03:50:00,2.79
2008-05-11 17:00:00,2.95
2008-05-12 04:00:00,2.66
2008-05-12 17:50:00,2.92
2008-05-13 05:20:00,2.59
2008-05-13 18:50:00,2.88
2008-05-14 06:40:00,2.55
2008-05-14 20:10:00,2.94
2008-05-15 08:00:00,2.67
2008-05-15 20:50:00,2.97
2008-05-16 08:40:00,2.76
2008-05-16 21:50:00,2.96
2008-05-17 09:40:00,2.83
2008-05-17 22:30:00,2.98
2008-05-18 11:00:00,2.77
2008-05-18 21:50:00,2.9
2008-05-19 11:40:00,2.78
